Sale Date,City,Zip Code,Year Built,Bed,Bath,Sale Price,Square Feet,Lot Size,$/SqFt,$/SF
2021-02-23,Lake Oswego,97034,1992,5,4.0,1110000,4549,21344,244.00967245548472,244.01
2020-11-29,Lake Oswego,97035,1988,3,2.0,590000,1309,14810,450.7257448433919,450.73
2020-12-02,Lake Oswego,97034,1987,3,3.5,1995000,4210,5331,473.87173396674586,473.87
2020-11-12,Oregon City,97045,1975,3,1.5,3000,1110,10010,2.7027027027027026,2.7
2021-02-23,Lake Oswego,97035,1963,3,2.0,710000,1433,15245,495.4640614096301,495.46
2021-06-07,Milwaukie,97267,2005,4,3.0,575000,2346,5662,245.09803921568627,245.1
2020-11-29,Lake Oswego,97035,1990,4,3.0,950000,3268,7405,290.69767441860466,290.7
2020-11-12,Oregon City,97045,1910,4,2.0,375000,1450,5662,258.62068965517244,258.62
2020-12-02,Lake Oswego,97034,1967,4,4.0,910000,2846,11761,319.7470133520731,319.75
2021-02-23,Lake Oswego,97034,2000,4,3.0,2730875,2714,5662,1006.2177597641858,1006.22
2021-06-06,Portland,97222,1962,4,3.0,560000,2216,10018,252.70758122743683,252.71
2020-11-27,Lake Oswego,97035,1981,4,3.0,729000,2205,10018,330.61224489795916,330.61
2020-12-02,Lake Oswego,97034,1980,4,3.0,740000,3282,35719,225.4722730042657,225.47
2021-02-23,Lake Oswego,97035,1995,5,3.0,745000,2497,9147,298.3580296355627,298.36
2020-11-24,Lake Oswego,97035,1972,3,2.0,502500,1392,5662,360.9913793103448,360.99
2021-06-06,Milwaukie,97267,1968,3,2.0,593000,2155,9147,275.17401392111367,275.17
2020-11-12,Oregon City,97045,1920,3,2.0,350000,1360,3465,257.3529411764706,257.35
2021-02-23,Lake Oswego,97035,2012,5,3.0,905000,3220,8276,281.055900621118,281.06
2020-12-02,Lake Oswego,97034,1963,4,3.0,670000,3800,10018,176.31578947368422,176.32
2020-11-23,Lake Oswego,97034,1960,6,2.0,650000,2646,11722,245.6538170823885,245.65
2020-11-10,Oregon City,97045,1912,3,1.0,365000,1722,6969,211.96283391405342,211.96
2021-06-06,Portland,97222,1935,1,1.0,317000,560,8712,566.0714285714286,566.07
2021-02-23,Lake Oswego,97034,2011,5,4.0,1050000,4384,9583,239.507299270073,239.51
2020-11-19,Lake Oswego,97034,2004,5,5.0,1339000,4073,15681,328.7503068990916,328.75
2020-11-10,Oregon City,97045,1967,4,3.0,653700,2483,47044,263.2702376157874,263.27
2021-06-06,Milwaukie,97267,1971,3,2.0,470000,1228,7840,382.7361563517915,382.74
2021-02-23,Lake Oswego,97035,2013,4,3.0,825000,2700,6534,305.55555555555554,305.56
2020-11-10,Oregon City,97045,1960,3,3.0,685000,2228,13068,307.45062836624777,307.45
2020-11-30,Lake Oswego,97034,1952,6,6.0,3862500,7054,21344,547.5616671392117,547.56
2021-06-06,Portland,97222,1940,3,1.5,90000,1384,17980,65.02890173410404,65.03
2021-02-21,Lake Oswego,97034,1949,3,3.0,1475000,3282,14374,449.4210847044485,449.42
2020-11-09,Oregon City,97045,1942,3,1.0,380000,1258,11325,302.0667726550079,302.07
2020-11-18,Lake Oswego,97035,1970,3,3.0,690000,2019,9147,341.7533432392273,341.75
2021-06-03,Milwaukie,97267,1948,3,2.0,605100,2188,12632,276.5539305301645,276.55
2020-11-29,Lake Oswego,97034,1985,4,3.0,831000,2706,22651,307.09534368070956,307.1
2021-02-21,Lake Oswego,97035,2013,3,3.0,825000,2554,10890,323.0227094753328,323.02
2020-11-09,Oregon City,97045,1978,3,2.0,550500,1795,51836,306.6852367688022,306.69
2020-11-16,Lake Oswego,97035,1984,5,4.0,775000,3928,11325,197.30142566191446,197.3
2021-02-17,Lake Oswego,97034,2004,4,3.0,1030000,3637,7840,283.20043992301345,283.2
2021-06-03,Milwaukie,97222,1956,5,2.0,600000,2712,5227,221.23893805309734,221.24
2020-11-05,Oregon City,97045,1960,5,2.0,472000,2460,14810,191.869918699187,191.87
2020-11-19,Lake Oswego,97034,1950,3,1.0,556000,1201,4356,462.94754371357203,462.95
2020-11-16,Lake Oswego,97035,1970,5,3.0,731250,2484,10454,294.3840579710145,294.38
2020-11-05,Oregon City,97045,1921,2,1.0,305000,840,3200,363.0952380952381,363.1
2021-02-15,Lake Oswego,97034,2020,4,5.0,2684515,5188,37897,517.4469930609098,517.45
2021-06-03,Portland,97222,1988,3,2.0,522500,1581,8712,330.48703352308667,330.49
2020-11-16,Lake Oswego,97034,1938,5,4.0,1399000,3852,6098,363.18795430944965,363.19
2020-11-05,Oregon City,97045,1915,3,1.0,375000,1062,12632,353.1073446327684,353.11
2021-02-15,Lake Oswego,97034,1989,4,3.0,1224000,3769,11325,324.75457681082514,324.75
2021-06-03,Milwaukie,97267,1958,3,2.0,460000,1370,11761,335.7664233576642,335.77
2020-11-15,Lake Oswego,97035,1987,3,3.0,505000,1727,4356,292.4145917776491,292.41
2020-11-05,Oregon City,97045,2014,3,3.0,465000,1900,4356,244.73684210526315,244.74
2021-06-03,Portland,97222,1956,3,2.0,351000,1104,7405,317.9347826086956,317.93
2020-11-15,Lake Oswego,97035,1975,3,2.0,600000,1648,18295,364.07766990291265,364.08
2020-11-13,Lake Oswego,97034,1970,3,2.0,693000,1062,5000,652.542372881356,652.54
2021-02-15,Lake Oswego,97035,1959,3,2.0,625000,1416,8712,441.38418079096044,441.38
2020-11-13,Lake Oswego,97035,1974,4,3.0,650000,3400,13068,191.1764705882353,191.18
2020-11-12,Lake Oswego,97034,1999,5,7.0,3070000,8286,33105,370.50446536326336,370.5
2020-11-04,Oregon City,97045,2002,4,3.0,505000,2197,10018,229.85889849795174,229.86
2021-02-10,Lake Oswego,97035,1985,3,2.0,645000,1420,9583,454.22535211267603,454.23
2021-06-03,Portland,97222,1973,3,1.0,369900,1056,5662,350.28409090909093,350.28
2021-02-10,Lake Oswego,97035,1986,5,6.0,2600000,5220,11325,498.08429118773944,498.08
2020-11-02,Oregon City,97045,2000,4,3.0,544000,2496,10018,217.94871794871796,217.95
2020-11-10,Lake Oswego,97034,2002,5,4.0,1083000,3508,15245,308.7229190421893,308.72
2021-06-03,Portland,97222,1980,4,3.0,665000,2256,15245,294.7695035460993,294.77
2020-11-02,Oregon City,97045,2017,5,3.0,625000,2871,8276,217.6941832114246,217.69
2020-11-12,Lake Oswego,97035,1988,4,4.0,1075000,3760,10454,285.90425531914894,285.9
2020-11-05,Lake Oswego,97034,1962,3,2.0,910000,1582,6098,575.2212389380531,575.22
2021-02-04,Lake Oswego,97035,1970,3,3.0,715000,2004,10890,356.78642714570856,356.79
2020-11-02,Oregon City,97045,2008,3,3.0,499000,2168,5227,230.16605166051662,230.17
2020-11-12,Lake Oswego,97035,1985,3,2.0,615000,2126,9583,289.27563499529634,289.28
2021-02-04,Lake Oswego,97035,1960,3,2.0,800000,1308,8276,611.6207951070336,611.62
2020-11-02,Lake Oswego,97034,2016,3,3.0,1438000,2932,6098,490.45020463847203,490.45
2021-06-03,Portland,97222,1956,3,3.0,564000,3084,21780,182.87937743190662,182.88
2020-11-02,Oregon City,97045,1974,3,2.0,333000,1116,4791,298.38709677419354,298.39
2021-02-04,Lake Oswego,97034,1982,3,3.0,1085000,4916,16988,220.70789259560618,220.71
2020-11-02,Lake Oswego,97034,2006,4,4.0,1675000,2763,7405,606.2251176257691,606.23
2020-10-30,Oregon City,97045,2004,3,2.0,375000,1300,5227,288.46153846153845,288.46
2021-06-01,Milwaukie,97267,1944,3,1.0,457000,1424,29185,320.9269662921348,320.93
2021-02-02,Lake Oswego,97035,1969,3,2.0,580000,1406,10018,412.5177809388336,412.52
2020-10-30,Oregon City,97045,1910,2,2.0,354000,1150,4791,307.82608695652175,307.83
2020-11-02,Lake Oswego,97034,2020,3,3.0,1175000,2607,6098,450.7096279248178,450.71
2021-06-01,Milwaukie,97222,2018,3,3.0,575000,2289,6098,251.2013979903888,251.2
2021-02-01,Lake Oswego,97034,1965,3,3.0,738000,3277,11761,225.20598108025632,225.21
2020-11-10,Lake Oswego,97035,1961,5,3.0,862000,3339,10890,258.16112608565436,258.16
2020-10-30,Oregon City,97045,2020,4,3.0,673430,2754,10686,244.5279593318809,244.53
2020-11-02,Lake Oswego,97034,1960,6,4.0,1450000,4193,23086,345.8144526591939,345.81
2021-02-01,Lake Oswego,97035,1986,4,3.0,770000,2832,10890,271.8926553672316,271.89
2021-06-01,Milwaukie,97222,1978,2,2.0,475000,1152,10018,412.3263888888889,412.33
2020-11-10,Lake Oswego,97035,1989,3,3.0,792000,2932,9147,270.12278308321964,270.12
2020-10-30,Oregon City,97045,2002,4,3.0,460000,1977,8276,232.67577137076378,232.68
2021-02-01,Lake Oswego,97034,2003,4,5.0,1350000,3300,14877,409.09090909090907,409.09
2020-10-30,Lake Oswego,97034,1959,4,3.0,950000,3734,17859,254.4188537761114,254.42
2021-06-01,Portland,97222,1964,4,2.0,550000,2228,9544,246.85816876122084,246.86
2020-10-29,Oregon City,97045,1942,3,2.0,358000,2073,11325,172.6965750120598,172.7
2020-11-09,Lake Oswego,97035,1980,3,2.0,525000,1780,5227,294.9438202247191,294.94
2021-02-01,Lake Oswego,97035,2020,5,4.0,1340000,3130,8712,428.1150159744409,428.12
2021-06-01,Milwaukie,97267,1993,3,2.0,450000,1563,10018,287.90786948176583,287.91
2020-10-25,Lake Oswego,97034,1981,4,3.0,1215000,3962,28749,306.663301362948,306.66
2020-10-29,Oregon City,97045,2003,4,3.0,382000,1532,4791,249.34725848563968,249.35
2021-01-29,Lake Oswego,97035,1963,3,2.0,511000,1205,10018,424.0663900414938,424.07
2020-11-09,Lake Oswego,97035,1996,3,3.0,661000,2078,8276,318.0943214629451,318.09
2020-10-21,Lake Oswego,97034,1990,4,4.0,1450000,3667,20908,395.4185983092446,395.42
2020-10-27,Oregon City,97045,1928,3,4.0,835000,3359,6969,248.5858886573385,248.59
2021-06-01,Milwaukie,97267,2003,3,2.0,610000,1800,16117,338.8888888888889,338.89
2021-01-27,Lake Oswego,97035,2013,5,3.0,895000,2965,5227,301.85497470489037,301.85
2020-11-09,Lake Oswego,97035,1986,4,3.0,839000,3052,7840,274.9017038007864,274.9
2020-10-21,Lake Oswego,97034,1939,4,3.0,1133800,2584,6098,438.7770897832817,438.78
2020-10-27,Oregon City,97045,1974,4,2.0,440000,1764,10018,249.4331065759637,249.43
2021-06-01,Milwaukie,97267,2010,3,3.0,545000,1880,5662,289.8936170212766,289.89
2021-01-21,Lake Oswego,97034,1974,4,4.0,998000,4338,21344,230.05993545412633,230.06
2020-10-25,Oregon City,97045,1925,2,2.0,489900,1465,19166,334.40273037542664,334.4
2021-01-21,Lake Oswego,97035,1969,3,2.0,645000,1649,11761,391.146149181322,391.15
2021-05-28,Milwaukie,97267,1990,3,2.0,550000,1583,10018,347.4415666456096,347.44
2020-10-15,Lake Oswego,97034,2019,4,4.0,1375000,3148,6098,436.78526048284624,436.79
2021-01-21,Lake Oswego,97035,2016,3,3.0,839950,2723,5227,308.46492838780756,308.46
2021-05-28,Portland,97222,1952,2,1.0,345000,725,6534,475.86206896551727,475.86
2020-10-22,Oregon City,97045,2002,4,3.0,566000,2697,8712,209.86281053021875,209.86
2021-05-28,Portland,97222,1977,3,1.0,339000,1032,4791,328.48837209302326,328.49
2020-10-13,Lake Oswego,97034,1975,4,4.0,1290000,3123,8712,413.06436119116233,413.06
2020-11-05,Lake Oswego,97035,1974,3,2.0,590000,2340,621,252.13675213675214,252.14
2021-01-19,Lake Oswego,97035,2014,4,4.0,1245000,3607,8712,345.16218464097585,345.16
2021-05-28,Portland,97222,1943,2,1.0,200000,1081,5000,185.01387604070305,185.01
2020-10-13,Lake Oswego,97034,1939,4,5.0,2900000,4639,12632,625.1347273119206,625.13
2021-01-13,Lake Oswego,97034,1976,3,2.0,650000,1468,9147,442.77929155313353,442.78
2021-05-28,Milwaukie,97267,1924,4,2.0,347650,2259,9147,153.89552899513058,153.9
2020-10-21,Oregon City,97045,1997,3,2.0,426000,1547,7840,275.371687136393,275.37
2020-11-04,Lake Oswego,97035,1990,4,3.0,870000,3183,7405,273.32704995287463,273.33
2020-10-08,Lake Oswego,97034,1929,5,6.0,2700000,5334,27007,506.1867266591676,506.19
2021-05-28,Portland,97222,1954,3,1.0,420000,1089,4791,385.6749311294766,385.67
2020-10-21,Oregon City,97045,2020,4,3.0,705000,2754,15681,255.9912854030501,255.99
2020-11-04,Lake Oswego,97035,1991,4,3.0,975000,3543,10018,275.190516511431,275.19
2020-10-08,Lake Oswego,97034,1970,5,3.0,675000,2502,10018,269.7841726618705,269.78
2021-05-28,Portland,97222,1987,4,4.0,538000,2352,9147,228.74149659863946,228.74
2020-10-21,Oregon City,97045,1971,4,3.0,558000,1784,108900,312.78026905829597,312.78
2021-01-10,Lake Oswego,97034,2003,5,5.0,1640000,5531,27007,296.51057674923163,296.51
2020-10-08,Lake Oswego,97034,2003,4,4.0,2995000,4098,9147,730.8443142996583,730.84
2020-11-02,Lake Oswego,97035,1992,4,2.1,107500,3031,7405,35.46684262619598,35.47
2021-05-28,Milwaukie,97267,1971,3,2.0,500000,1334,8712,374.8125937031484,374.81
2021-01-10,Lake Oswego,97035,1958,3,2.0,498000,1250,20473,398.4,398.4
2020-10-08,Lake Oswego,97034,2002,4,4.0,1325000,3753,4791,353.05089261923797,353.05
2021-05-28,Milwaukie,97222,2002,3,2.0,450000,1694,7405,265.6434474616293,265.64
2020-10-21,Oregon City,97045,1974,5,3.0,397800,2408,6969,165.19933554817277,165.2
2020-10-07,Lake Oswego,97034,1974,3,2.0,650000,1718,12632,378.34691501746215,378.35
2021-01-10,Lake Oswego,97034,1987,4,3.0,926250,3640,11325,254.46428571428572,254.46
2021-05-28,Portland,97222,1986,3,2.0,400000,1131,7006,353.6693191865606,353.67
2020-11-02,Lake Oswego,97035,1988,4,3.0,840000,2727,10454,308.03080308030803,308.03
2021-01-07,Lake Oswego,97035,2017,5,3.0,1145000,3728,19602,307.1351931330472,307.14
2020-10-21,Oregon City,97045,1961,3,3.0,530000,1600,12632,331.25,331.25
2020-11-02,Lake Oswego,97034,1966,3,3.0,995000,2358,14810,421.96776929601356,421.97
2021-05-28,Milwaukie,97267,1910,2,2.0,375000,1008,8276,372.0238095238095,372.02
2020-10-19,Oregon City,97045,1900,4,1.0,305000,1116,3049,273.2974910394265,273.3
2020-09-30,Lake Oswego,97034,2013,4,3.0,1475000,3267,6098,451.4845423936333,451.48
2021-05-28,Portland,97222,1940,3,1.0,490000,1972,13503,248.4787018255578,248.48
2020-10-19,Oregon City,97045,1920,4,2.0,325000,2002,10018,162.33766233766235,162.34
2020-10-19,Oregon City,97045,1976,3,2.0,354500,1434,3920,247.21059972105996,247.21
2021-01-07,Lake Oswego,97035,1994,4,3.0,759900,2331,6098,325.997425997426,326.0
2020-09-30,Portland,97219,1951,4,3.0,1025000,3103,59677,330.3254914598775,330.33
2020-10-16,Oregon City,97045,2002,3,2.0,450000,1841,9583,244.43237370994024,244.43
2020-11-02,Lake Oswego,97035,1992,3,2.5,1005000,3143,8505,319.7581928094178,319.76
2020-10-16,Oregon City,97045,1940,2,2.0,402600,1607,4791,250.52893590541382,250.53
2020-09-29,Lake Oswego,97034,1960,2,3.0,848000,2226,10018,380.95238095238096,380.95
2021-05-26,Portland,97222,1955,2,1.0,470600,990,6534,475.35353535353534,475.35
2021-01-05,Lake Oswego,97035,1961,3,1.0,433000,864,7405,501.1574074074074,501.16
2020-10-16,Oregon City,97045,2005,5,3.0,660000,3389,9147,194.74771318973148,194.75
2020-09-29,Lake Oswego,97034,1998,4,3.0,875000,3385,10018,258.493353028065,258.49
2021-05-26,Portland,97222,1953,3,2.0,567000,1233,4791,459.8540145985401,459.85
2020-10-29,Lake Oswego,97035,2011,3,3.0,732000,2185,2613,335.0114416475973,335.01
2020-10-16,Oregon City,97045,2007,5,3.0,725000,5880,98010,123.29931972789116,123.3
2021-01-04,Lake Oswego,97035,2007,5,3.0,640000,2558,7405,250.1954652071931,250.2
2020-09-27,Lake Oswego,97034,1972,5,4.0,1275000,4000,20000,318.75,318.75
2020-10-15,Oregon City,97045,1997,3,3.0,655000,2895,32670,226.25215889464593,226.25
2021-05-26,Milwaukie,97267,1953,3,1.0,350000,1364,12632,256.59824046920824,256.6
2020-12-30,Lake Oswego,97034,1987,5,4.0,1345000,4217,10018,318.94711880483754,318.95
2020-10-29,Lake Oswego,97035,1972,4,3.0,640000,2502,8712,255.79536370903278,255.8
2020-09-24,Lake Oswego,97034,2013,4,5.0,2500000,5059,31798,494.16880806483493,494.17
2020-10-13,Oregon City,97045,1972,3,2.0,179188,1172,20037,152.89078498293514,152.89
2020-09-24,Lake Oswego,97034,2015,4,4.0,2050000,4127,13068,496.7288587351587,496.73
2020-10-13,Oregon City,97045,1995,3,2.0,400000,1355,10018,295.2029520295203,295.2
2020-10-29,Lake Oswego,97035,2020,3,3.0,1298000,3126,11761,415.2271273192578,415.23
2020-12-29,Lake Oswego,97034,2020,4,4.0,1633086,3771,14374,433.06443914081143,433.06
2020-10-13,Oregon City,97045,1912,6,2.0,324540,1879,6969,172.71953166577967,172.72
2021-05-26,Portland,97222,1967,3,2.0,452000,1516,9583,298.15303430079155,298.15
2020-12-27,Lake Oswego,97034,1981,4,4.0,915000,4268,10890,214.38612933458293,214.39
2020-10-13,Oregon City,97045,1954,3,2.0,404000,1646,6098,245.44349939246658,245.44
2020-10-27,Lake Oswego,97035,1981,5,3.0,635000,3112,8276,204.04884318766068,204.05
2021-05-26,Portland,97222,1968,3,3.0,550000,2174,7405,252.9898804047838,252.99
2020-10-13,Oregon City,97045,1999,5,3.0,510000,2502,7840,203.8369304556355,203.84
2020-12-27,Lake Oswego,97034,1977,4,3.0,745000,3711,10454,200.75451360819187,200.75
2020-09-21,Lake Oswego,97034,1956,3,2.0,780000,1624,10019,480.29556650246303,480.3
2021-05-26,Portland,97222,1963,3,2.0,360000,1358,6098,265.0957290132548,265.1
2020-10-25,Lake Oswego,97035,1987,5,3.0,993000,3518,7840,282.26264923251847,282.26
2020-09-21,Lake Oswego,97034,1955,3,3.0,1410000,2820,5662,500.0,500.0
2021-05-26,Portland,97222,1974,3,2.0,465000,1036,8712,448.8416988416988,448.84
2020-12-24,Lake Oswego,97035,1923,3,3.0,905000,2881,37461,314.1270392224922,314.13
2020-10-08,Oregon City,97045,1974,5,3.0,615000,2484,31798,247.58454106280195,247.58
2020-09-21,Lake Oswego,97034,1940,4,7.0,4350000,5455,22651,797.4335472043996,797.43
2021-05-24,Portland,97222,1968,3,1.0,450000,1345,10018,334.5724907063197,334.57
2020-10-22,Lake Oswego,97035,1988,3,3.0,610000,1795,7840,339.83286908078,339.83
2020-12-22,Lake Oswego,97035,1970,4,3.0,700000,2001,10454,349.8250874562719,349.83
2020-09-21,Lake Oswego,97034,1965,4,2.0,870000,2527,12196,344.28175702413927,344.28
2021-05-24,Portland,97222,1968,4,2.0,460000,1249,8712,368.29463570856683,368.29
2020-12-22,Lake Oswego,97034,1973,5,3.0,675000,2727,10890,247.52475247524754,247.52
2020-10-22,Lake Oswego,97034,1921,3,2.0,830000,2592,17424,320.21604938271605,320.22
2020-09-18,Lake Oswego,97034,2013,4,3.0,1525000,3394,7840,449.3223335297584,449.32
2020-10-08,Oregon City,97045,1905,3,1.0,380000,1728,13068,219.90740740740742,219.91
2021-05-24,Portland,97222,1930,2,1.0,366000,1335,4356,274.1573033707865,274.16
2020-12-21,Lake oswego,97035,2018,3,3.0,490000,3109,44430,157.60694757156642,157.61
2020-10-19,Lake Oswego,97035,1988,4,3.0,826000,3122,9147,264.5739910313901,264.57
2020-10-08,Oregon City,97045,1930,2,2.0,384000,1842,44431,208.46905537459284,208.47
2020-09-18,Lake Oswego,97034,2016,5,5.0,1675000,4546,6098,368.4557853057633,368.46
2021-05-24,Portland,97222,1970,2,2.0,448000,1896,17121,236.28691983122363,236.29
2020-12-21,Lake Oswego,97034,1958,5,3.0,750000,2777,14810,270.0756211739287,270.08
2021-05-24,Portland,97222,1970,3,1.0,378000,949,6098,398.3140147523709,398.31
2020-09-15,Lake Oswego,97034,1976,5,3.5,950000,2999,8276,316.7722574191397,316.77
2020-10-08,Oregon City,97045,1930,6,4.0,1700000,6304,7029,269.6700507614213,269.67
2020-12-21,Lake Oswego,97034,1967,4,3.0,790000,2277,13503,346.9477382520861,346.95
2020-10-19,Lake Oswego,97035,2006,4,3.0,975000,3430,9583,284.25655976676387,284.26
2021-05-24,Milwaukie,97267,1942,2,1.0,350000,1770,16117,197.74011299435028,197.74
2020-12-21,Lake Oswego,97035,1977,3,2.0,360000,1368,11997,263.1578947368421,263.16
2020-10-07,Oregon City,97045,1900,2,1.0,361500,978,2613,369.6319018404908,369.63
2020-09-15,Lake Oswego,97034,2019,4,4.0,1920000,3772,9583,509.0137857900318,509.01
2020-10-16,Lake Oswego,97035,2012,5,6.0,1850000,4880,43560,379.0983606557377,379.1
2020-10-07,Oregon City,97045,2009,3,3.0,410000,1601,4356,256.08994378513427,256.09
2021-05-24,Milwaukie,97267,1961,3,3.0,450000,2721,10018,165.38037486218303,165.38
2020-12-18,Lake Oswego,97035,1968,5,2.0,600000,1742,16988,344.4316877152698,344.43
2020-10-07,Oregon City,97045,2006,4,3.0,510000,2305,5227,221.2581344902386,221.26
2020-09-15,Lake Oswego,97034,1965,3,3.0,750000,2164,14810,346.5804066543438,346.58
2021-05-24,Milwaukie,97267,1978,3,3.0,446300,1800,8712,247.94444444444446,247.94
2020-12-18,Lake Oswego,97034,1983,5,4.0,985000,3851,15681,255.77772007270838,255.78
2020-10-16,Lake Oswego,97035,1997,3,3.0,610000,2337,6098,261.0183996576808,261.02
2020-10-05,Oregon City,97045,2011,3,3.0,433000,1546,3484,280.07761966364814,280.08
2020-09-15,Lake Oswego,97034,1961,3,2.0,885000,1730,6098,511.5606936416185,511.56
2021-05-23,Portland,97267,1984,3,3.0,610000,2168,9147,281.3653136531365,281.37
2020-12-16,Lake Oswego,97035,2006,5,4.0,890000,3424,7840,259.9299065420561,259.93
2020-09-02,Lake Oswego,97034,1960,2,2.0,680000,1358,6098,500.7363770250368,500.74
2020-12-16,Lake Oswego,97035,1991,3,3.0,621000,1683,5662,368.98395721925135,368.98
2021-07-07,Oregon City,97045,2021,4,2.0,660000,1972,8712,334.68559837728196,334.69
2021-05-23,Milwaukie,97222,1939,5,2.0,490000,2306,8276,212.489158716392,212.49
2020-10-16,Lake Oswego,97034,1986,5,4.0,1345000,3735,14810,360.10709504685406,360.11
2020-08-30,Lake Oswego,97034,1946,3,3.0,769000,2329,6098,330.18462859596394,330.18
2020-12-10,Lake Oswego,97034,1977,3,3.0,630000,3149,13068,200.0635122261035,200.06
2021-05-23,Milwaukie,97222,1920,4,1.0,360000,2006,5227,179.4616151545364,179.46
2020-10-16,Lake Oswego,97035,1986,2,3.0,519000,1861,4791,278.88232133261687,278.88
2021-05-23,Portland,97222,1956,4,2.0,430000,2266,7840,189.76169461606355,189.76
2020-12-10,Lake Oswego,97034,2020,3,3.0,1549900,3310,13939,468.2477341389728,468.25
2020-10-16,Lake Oswego,97035,1990,3,3.0,795000,2996,7840,265.35380507343126,265.35
2021-05-23,Milwaukie,97267,1944,3,3.0,625000,3830,22651,163.18537859007833,163.19
2020-12-10,Lake Oswego,97035,2020,3,3.0,1096660,3240,9583,338.4753086419753,338.48
2020-08-27,Lake Oswego,97034,1974,3,2.0,568500,1603,10018,354.6475358702433,354.65
2020-12-10,Lake Oswego,97035,2020,4,3.0,1165000,3201,10018,363.9487660106217,363.95
2021-05-23,Portland,97222,1910,2,1.0,210000,700,10018,300.0,300.0
2020-08-27,Lake Oswego,97034,2006,4,5.0,1480000,4379,6098,337.97670701073304,337.98
2020-10-15,Lake Oswego,97035,1980,3,2.0,445000,1477,5662,301.2863913337847,301.29
2020-12-10,Lake Oswego,97035,1963,3,2.0,489000,1250,11761,391.2,391.2
2021-05-23,Portland,97222,1935,4,3.0,481800,1800,6700,267.6666666666667,267.67
2020-08-27,Lake Oswego,97034,2020,4,4.0,2050000,3951,19957,518.8559858263731,518.86
2020-10-15,Lake Oswego,97035,1988,4,3.0,675000,2432,7405,277.5493421052632,277.55
2021-05-23,Milwaukie,97267,1940,3,2.0,625000,2055,27442,304.1362530413625,304.14
2020-12-10,Lake Oswego,97035,1906,4,4.0,1425000,3800,54014,375.0,375.0
2020-10-13,Lake Oswego,97035,1997,4,4.0,1235000,4661,16117,264.96459987127224,264.96
2020-08-27,Lake Oswego,97034,1948,4,3.0,990000,2879,16988,343.86939909690864,343.87
2020-12-10,Lake Oswego,97035,1965,3,2.0,525000,1232,9615,426.1363636363636,426.14
2021-05-23,Milwaukie,97267,2005,4,3.0,580000,2889,7405,200.76150917272412,200.76
2020-12-10,Lake Oswego,97035,1977,3,2.0,550000,1428,17859,385.15406162464984,385.15
2021-05-23,Milwaukie,97267,1953,4,1.0,288000,1159,7136,248.49007765314926,248.49
2020-08-24,Lake Oswego,97034,1998,4,4.0,495000,2554,13503,193.8136256851997,193.81
2020-10-13,Lake Oswego,97034,1996,5,5.0,875000,4961,37897,176.37573069945574,176.38
2020-12-10,Lake Oswego,97034,1993,3,4.0,1065000,4308,16988,247.21448467966573,247.21
2021-05-21,Milwaukie,97222,1946,2,1.0,365000,800,4791,456.25,456.25
2020-08-19,Lake Oswego,97034,1992,5,5.0,1500000,5401,11186,277.72634697278284,277.73
2020-08-19,Lake Oswego,97034,1972,4,3.0,720000,2152,12632,334.5724907063197,334.57
2021-05-21,Portland,97222,1930,5,3.0,735000,3546,21780,207.27580372250424,207.28
2021-05-21,Milwaukie,97267,1967,3,2.0,480000,1886,10454,254.5068928950159,254.51
2020-10-11,Lake Oswego,97035,1996,5,3.0,640500,3262,10018,196.3519313304721,196.35
2020-12-10,Lake Oswego,97035,1962,5,3.0,747000,2210,15681,338.00904977375563,338.01
2021-05-21,Milwaukie,97267,1940,3,2.0,957500,3384,24829,282.94917257683215,282.95
2020-08-16,Lake Oswego,97034,1957,5,4.0,2025000,4927,24829,411.00060888979095,411.0
2021-04-23,Lake Oswego,97034,2015,4,4.0,1136000,2899,7840,391.85926181441874,391.86
2020-12-08,Lake Oswego,97035,1975,2,2.0,525000,1704,16988,308.09859154929575,308.1
2021-05-21,Portland,97222,1948,3,2.0,515000,1474,7405,349.38941655359565,349.39
2020-10-08,Lake Oswego,97035,1968,3,2.0,514900,1160,8276,443.87931034482756,443.88
2020-08-16,Lake Oswego,97034,1990,4,5.0,1180000,4634,10454,254.63962019853258,254.64
2020-12-04,Lake Oswego,97035,1972,3,2.0,480000,1280,10018,375.0,375.0
2021-05-20,Milwaukie,97267,1994,3,3.0,645000,3489,10454,184.86672398968184,184.87
2021-03-01,Lake Oswego,97034,2020,3,3.0,820000,2066,5000,396.9022265246854,396.9
2020-10-08,Lake Oswego,97035,1993,4,3.0,950000,3173,8712,299.4011976047904,299.4
2020-08-13,Lake Oswego,97034,1938,4,3.0,1282500,3464,10018,370.2367205542725,370.24
2020-12-04,Lake Oswego,97035,1979,3,3.0,920000,2335,13068,394.00428265524624,394.0
2021-05-20,Milwaukie,97267,2001,3,3.0,550000,2116,8276,259.92438563327033,259.92
2020-08-13,Portland,97219,1955,5,5.0,2850000,4543,57934,627.3387629319833,627.34
2020-12-02,Lake Oswego,97035,1989,3,3.0,970000,2620,7405,370.2290076335878,370.23
2021-03-01,Lake Oswego,97034,2018,4,3.0,960000,3039,16117,315.893385982231,315.89
2021-05-20,Milwaukie,97267,1970,4,4.0,1830000,4232,26571,432.41965973534974,432.42
2021-02-26,Lake Oswego,97034,1995,5,4.0,1175000,4084,21780,287.7081292850147,287.71
2020-10-02,Lake Oswego,97035,1989,3,3.0,940000,3490,9147,269.3409742120344,269.34
