,Sale Date,Home Type,City,Zip Code,Year Built,Bed,Bath,Sale Price,Property Tax Rate,Square Feet,Lot Size
15979,2021-07-06,Single Family,Oregon City,97045,1978,3,2.0,420000,1.08,972,62726
15980,2021-07-06,Single Family,Oregon City,97045,2001,3,2.0,536000,1.08,1692,8712
15981,2021-07-07,Single Family,West Linn,97068,2012,3,3.0,751000,1.08,2291,5227
15982,2021-07-06,Single Family,Oregon City,97045,1971,3,2.0,522000,1.08,1811,22651
15983,2021-07-07,Single Family,Wilsonville,97070,1973,4,2.0,887000,1.08,2095,59677
15984,2021-07-06,Single Family,Oregon City,97045,1990,3,2.0,462000,1.08,1420,10018
15985,2021-07-07,Single Family,West Linn,97068,1996,4,4.0,1056000,1.08,4615,10018
15986,2021-07-06,Single Family,West Linn,97068,1996,4,3.0,830000,1.08,2325,7405
15987,2021-07-06,Single Family,West Linn,97068,1946,1,1.0,416000,1.08,832,12632
15988,2021-07-01,Single Family,Oregon City,97045,1967,3,2.0,460000,1.08,1514,6534
15989,2021-07-01,Single Family,Oregon City,97045,2005,4,3.0,588000,1.08,2540,7405
15990,2021-07-06,Single Family,West Linn,97068,1990,4,3.0,865000,1.08,3107,10454
15991,2021-07-01,Single Family,West Linn,97068,1991,4,2.0,655000,1.08,2000,13939
15992,2021-07-01,Single Family,Oregon City,97045,2000,5,4.0,703000,1.08,3738,10454
15993,2021-07-01,Single Family,West Linn,97068,1996,4,3.0,900000,1.08,4398,13503
15994,2021-07-01,Single Family,Oregon City,97045,1996,3,2.0,525000,1.08,1772,8276
15995,2021-07-01,Single Family,West Linn,97068,1982,4,3.0,905000,1.08,3383,13939
15996,2021-07-01,Single Family,Oregon City,97045,1947,3,1.0,418470,1.08,996,4356
15997,2021-07-01,Single Family,West Linn,97068,1986,4,3.0,780000,1.08,3919,12632
15998,2021-07-01,Single Family,Oregon City,97045,1919,4,1.0,400000,1.08,1175,2338736
15999,2021-07-01,Single Family,West Linn,97068,1976,3,2.0,672000,1.08,2126,10018
16000,2021-07-01,Single Family,Oregon City,97045,1959,3,2.0,575000,1.08,3104,18175
16001,2021-07-01,Single Family,West Linn,97068,1985,4,3.0,860000,1.08,3068,13503
16002,2021-07-01,Single Family,Oregon City,97045,1989,3,3.0,1070000,1.08,2033,231303
16003,2021-07-01,Single Family,West Linn,97068,1991,3,3.0,702000,1.08,2485,10890
16004,2021-07-01,Single Family,Oregon City,97045,1995,2,2.0,550000,1.08,2738,10018
16005,2021-07-01,Single Family,West Linn,97068,1925,3,1.0,325000,1.08,1106,40075
16006,2021-07-01,Single Family,West Linn,97068,1978,5,3.0,711000,1.08,3176,10018
16007,2021-07-01,Single Family,West Linn,97068,2010,5,3.0,875900,1.08,3377,6534
16008,2021-07-01,Single Family,Oregon City,97045,1900,5,2.0,876000,1.08,2901,181209
16009,2021-07-01,Single Family,Oregon City,97045,1988,3,3.0,730000,1.08,2241,56628
16010,2021-07-01,Single Family,Wilsonville,97070,1973,4,3.0,1100000,1.08,2842,227818
16011,2021-07-01,Single Family,West Linn,97068,1993,6,7.0,1480000,1.08,10319,217800
16012,2021-07-01,Single Family,Beavercreek,97004,1971,5,4.0,680000,1.08,3288,43560
16013,2021-07-15,Single Family,Lake Oswego,97035,1990,5,3.0,1119000,1.08,3674,7405
16014,2021-06-29,Single Family,West Linn,97068,1975,3,2.0,600000,1.08,1778,10098
16015,2021-07-15,Single Family,Lake Oswego,97035,1990,4,3.0,805000,1.08,2522,7840
16016,2021-06-29,Single Family,West Linn,97068,2014,4,4.0,865000,1.08,3179,10018
16017,2021-07-01,Single Family,Oregon City,97045,1994,5,3.0,647000,1.08,2500,10018
16018,2021-06-29,Single Family,West Linn,97068,1954,2,1.1,442000,1.08,2240,5227
16019,2021-07-15,Single Family,Lake Oswego,97034,2006,4,4.0,1812500,1.08,5137,6098
16020,2021-07-01,Single Family,Oregon City,97045,1920,2,1.0,410000,1.08,948,3484
16022,2021-06-29,Single Family,West Linn,97068,1995,3,3.0,680000,1.08,2221,5662
16023,2021-07-15,Single Family,Lake Oswego,97034,1985,4,4.0,1200000,1.08,3592,23522
16024,2021-07-01,Single Family,Oregon City,97045,2000,4,4.0,1635000,1.08,5134,632926
16025,2021-07-15,Single Family,Lake Oswego,97034,1933,4,4.0,3650000,1.08,6254,30491
16026,2021-07-09,Single Family,Milwaukie,97222,1995,3,3.0,420000,1.08,1514,4791
16027,2021-06-29,Single Family,Oregon City,97045,1973,4,2.0,605000,1.08,1792,30927
16028,2021-07-15,Single Family,Lake Oswego,97034,1974,4,2.5,830000,1.08,2194,79694
16029,2021-06-29,Single Family,West Linn,97068,2020,4,3.0,849900,1.08,3090,6969
16030,2021-07-15,Single Family,Lake Oswego,97035,1988,3,2.0,594000,1.08,1588,6098
16031,2021-06-29,Single Family,Oregon City,97045,1950,3,2.0,724900,1.08,2324,125017
16032,2021-07-15,Single Family,Lake Oswego,97034,2003,4,3.0,885000,1.08,3054,5662
16033,2021-06-29,Single Family,Oregon City,97045,1978,3,3.0,640000,1.08,1938,30056
16035,2021-06-29,Single Family,Oregon City,97045,2008,4,3.0,630000,1.08,2381,5662
16036,2021-07-09,Single Family,Portland,97222,1940,2,1.0,340000,1.08,725,4791
16037,2021-07-15,Single Family,Lake Oswego,97035,2004,4,5.0,1500000,1.08,4061,10018
16038,2021-06-29,Single Family,West Linn,97068,1974,5,3.0,1250000,1.08,2315,36590
16039,2021-07-15,Single Family,Lake Oswego,97034,1974,4,3.0,830000,1.08,2194,99752
16040,2021-06-29,Single Family,Oregon City,97045,2005,3,2.0,305000,1.08,1768,7840
16041,2021-06-29,Single Family,West Linn,97068,1955,4,2.0,670500,1.08,2477,47480
16043,2021-06-29,Single Family,Oregon City,97045,2003,4,2.0,535000,1.08,2217,8276
16044,2021-06-28,Single Family,West Linn,97068,1983,4,3.0,835000,1.08,3465,9147
16045,2021-07-09,Single Family,Portland,97222,1940,2,1.0,340000,1.08,725,4791
16046,2021-07-13,Single Family,Lake Oswego,97034,1950,3,3.0,2990000,1.08,2674,41382
16047,2021-06-28,Single Family,West Linn,97068,1984,6,3.0,480000,1.08,2885,10001
16051,2021-07-12,Single Family,Lake Oswego,97034,1945,3,2.0,693000,1.08,1806,11325
16052,2021-06-28,Single Family,West Linn,97068,2005,5,8.0,2700000,1.08,8814,190792
16053,2021-06-29,Single Family,Oregon City,97045,1999,3,3.0,525000,1.08,1737,11761
16054,2021-07-12,Single Family,Lake Oswego,97035,1983,3,2.0,400000,1.08,1300,4252
16055,2021-06-28,Single Family,West Linn,97068,2011,4,4.0,1200000,1.08,4024,13939
16056,2021-06-29,Single Family,Oregon City,97045,2003,4,2.5,562000,1.08,2551,10115
16057,2021-07-12,Single Family,Lake Oswego,97034,1987,4,4.0,1525000,1.08,3798,10018
16058,2021-06-28,Single Family,West Linn,97068,1991,5,8.0,2700000,1.08,6166,916938
16059,2021-06-29,Single Family,Oregon City,97045,2014,5,3.0,650000,1.08,3026,10018
16060,2021-06-28,Single Family,West Linn,97068,1980,4,3.0,691000,1.08,2514,10018
16061,2021-06-25,Single Family,West Linn,97068,1990,4,3.0,920000,1.08,3152,12196
16062,2021-06-28,Single Family,Oregon City,97045,1988,4,3.0,875000,1.08,3434,217800
16063,2021-07-12,Single Family,Milwaukie,97222,1955,3,2.0,435000,1.08,1272,16117
16064,2021-06-25,Single Family,West Linn,97068,1982,3,2.0,496000,1.08,1360,10018
16065,2021-07-12,Single Family,Portland,97222,1955,3,1.0,395000,1.08,884,7405
16066,2021-06-28,Single Family,Oregon City,97045,1925,4,2.0,545100,1.08,2651,8276
16067,2021-06-25,Single Family,West Linn,97068,1983,3,2.0,539000,1.08,1360,10454
16068,2021-06-28,Single Family,Oregon City,97045,1950,3,1.0,440000,1.08,1117,7840
16069,2021-06-25,Single Family,West Linn,97068,1978,5,3.0,800000,1.08,2261,8712
16070,2021-06-28,Single Family,Oregon City,97045,2000,3,2.0,550000,1.08,1611,8712
16072,2021-06-28,Single Family,Oregon City,97045,1974,3,2.0,407000,1.08,1798,6098
16073,2021-06-28,Single Family,Oregon City,97045,1996,3,2.0,598000,1.08,1799,10890
16074,2021-06-25,Single Family,West Linn,97068,2004,5,5.0,1000000,1.08,4447,7840
16075,2021-07-12,Single Family,Lake Oswego,97034,1987,4,3.0,970000,1.08,3000,12632
16076,2021-07-12,Single Family,Milwaukie,97222,1932,3,2.0,455000,1.08,948,4356
16077,2021-06-25,Single Family,West Linn,97068,2014,5,4.0,950000,1.08,4120,7405
16078,2021-06-28,Single Family,Oregon City,97045,2013,3,3.0,1040000,1.08,3451,31363
16079,2021-06-25,Single Family,West Linn,97068,1976,4,2.0,570000,1.08,1662,11761
16080,2021-07-09,Single Family,Lake Oswego,97035,1967,3,2.0,383000,1.08,1655,13068
16081,2021-07-12,Single Family,Portland,97222,1905,2,1.0,465000,1.08,834,4791
16082,2021-06-28,Single Family,Oregon City,97045,1994,4,2.0,560000,1.08,2260,7840
16083,2021-07-09,Single Family,Lake Oswego,97035,1940,4,5.0,3300000,1.08,5338,23958
16084,2021-06-23,Single Family,West Linn,97068,1976,4,3.0,840000,1.08,2444,10018
16085,2021-06-28,Single Family,Oregon City,97045,2005,3,3.0,531000,1.08,2477,8276
16086,2021-07-09,Single Family,Lake Oswego,97035,1987,3,3.0,740000,1.08,1932,6098
16087,2021-06-23,Single Family,West Linn,97068,1989,5,3.0,662000,1.08,2407,10454
16088,2021-06-25,Single Family,Oregon City,97045,1995,3,2.0,630000,1.08,2014,10890
16089,2021-06-23,Single Family,West Linn,97068,1981,3,2.0,470000,1.08,1557,35719
16090,2021-07-09,Single Family,Lake Oswego,97034,1959,4,3.0,1025000,1.08,3162,15681
16091,2021-06-25,Single Family,Oregon City,97045,2000,3,2.0,648000,1.08,2263,11761
16092,2021-07-12,Single Family,Milwaukie,97222,1955,3,1.0,435000,1.08,1026,7840
16094,2021-07-09,Single Family,Lake Oswego,97034,1970,5,3.0,805000,1.08,2716,17859
16095,2021-06-23,Single Family,West Linn,97068,2018,4,3.0,1275731,1.08,2967,6534
16096,2021-06-23,Single Family,Oregon City,97045,1999,3,2.0,620000,1.08,1877,7840
16097,2021-07-09,Single Family,Lake Oswego,97034,1959,4,3.0,1025000,1.08,3331,20037
16098,2021-06-23,Single Family,West Linn,97068,1993,4,3.0,1260000,1.08,4189,20037
16099,2021-06-23,Single Family,Oregon City,97045,1970,3,1.0,465000,1.08,1005,12196
16100,2021-07-12,Single Family,Milwaukie,97267,1972,4,3.0,577000,1.08,2274,11325
16101,2021-07-09,Single Family,Lake Oswego,97034,1959,4,3.0,789500,1.08,2834,10018
16102,2021-06-23,Single Family,Oregon City,97045,1976,3,3.0,500000,1.08,1932,10454
16103,2021-07-13,Single Family,Milwaukie,97222,1983,3,2.0,485000,1.08,1620,7840
16104,2021-06-23,Single Family,Oregon City,97045,2002,4,3.0,587000,1.08,2472,7405
16105,2021-06-23,Single Family,Oregon City,97045,1959,3,2.0,350000,1.08,2296,10890
16106,2021-07-07,Single Family,Lake Oswego,97035,1969,3,2.0,700000,1.08,1790,3484
16107,2021-06-22,Single Family,West Linn,97068,1994,4,4.0,1700000,1.08,4698,142005
16108,2021-06-23,Single Family,Oregon City,97045,2011,2,3.0,385000,1.08,1572,2178
16109,2021-07-07,Single Family,Lake Oswego,97034,1960,3,3.0,1650000,1.08,2410,11761
16110,2021-06-22,Single Family,West Linn,97068,1961,3,2.5,90000,1.08,1640,10000
16111,2021-06-23,Single Family,Oregon City,97045,1970,3,2.0,359000,1.08,1732,19966
16112,2021-07-07,Single Family,Lake Oswego,97035,1981,4,3.0,1161000,1.08,3596,10454
16113,2021-06-20,Single Family,West Linn,97068,1976,4,3.0,900000,1.08,3156,15000
16114,2021-07-07,Single Family,Lake Oswego,97034,1971,5,4.0,1092000,1.08,3928,30927
16115,2021-06-22,Single Family,Oregon City,97045,1996,3,2.0,459000,1.08,1302,8276
16116,2021-07-13,Single Family,Milwaukie,97222,1947,3,2.0,550000,1.08,1502,7405
16117,2021-07-07,Single Family,Lake Oswego,97034,1958,4,2.0,799000,1.08,2104,15681
16118,2021-06-22,Single Family,Oregon City,97045,1971,3,2.0,350000,1.08,2514,74898
16119,2021-06-22,Single Family,Oregon City,97045,1964,3,3.0,855000,1.08,2364,82764
16121,2021-07-13,Single Family,Milwaukie,97267,2001,3,3.0,535000,1.08,1526,10890
16122,2021-07-07,Single Family,Lake Oswego,97034,2008,4,3.0,1450000,1.08,3321,6098
16123,2021-06-22,Single Family,Oregon City,97045,1999,5,4.0,600000,1.08,2981,10018
16124,2021-06-20,Single Family,West Linn,97068,1994,4,3.0,990000,1.08,3896,10890
16125,2021-06-20,Single Family,Oregon City,97045,2005,3,2.0,585000,1.08,3047,8276
16126,2021-07-07,Single Family,Lake Oswego,97034,2016,4,4.0,1500000,1.08,3914,10454
16127,2021-06-20,Single Family,Oregon City,97045,2001,3,2.0,425000,1.08,1323,4791
16128,2021-06-20,Single Family,West Linn,97068,1989,4,3.0,979000,1.08,3369,12632
16129,2021-07-06,Single Family,Lake Oswego,97035,1988,5,3.0,1052000,1.08,3680,10890
16130,2021-06-17,Single Family,West Linn,97068,1920,3,3.0,800000,1.08,2421,4791
16131,2021-06-20,Single Family,Oregon City,97045,1972,3,1.0,281300,1.08,1027,12421
16132,2021-07-06,Single Family,Lake Oswego,97035,1979,4,3.0,965000,1.08,3016,8712
16133,2021-07-15,Single Family,Portland,97222,1978,3,2.0,430000,1.08,1224,4791
16134,2021-06-17,Single Family,West Linn,97068,2020,5,5.0,1041900,1.08,3948,12196
16135,2021-07-15,Single Family,Portland,97222,1954,3,1.0,100000,1.08,2304,6730
16136,2021-07-06,Single Family,Lake Oswego,97034,1927,5,5.0,3150000,1.08,4515,30927
16137,2021-06-20,Single Family,Oregon City,97045,1974,3,2.0,457000,1.08,1912,21654
16138,2021-06-17,Single Family,West Linn,97068,1970,3,2.0,415000,1.08,1104,9147
16139,2021-06-17,Single Family,West Linn,97068,2004,4,7.0,3495000,1.08,9625,700880
16140,2021-07-06,Single Family,Lake Oswego,97034,1987,4,3.0,975000,1.08,2210,16552
16141,2021-06-20,Single Family,Oregon City,97045,2013,4,5.0,1475000,1.08,4849,62290
16142,2021-06-17,Single Family,West Linn,97068,1964,5,3.0,985000,1.08,2463,81823
16143,2021-07-06,Single Family,Lake Oswego,97035,1984,3,2.0,515500,1.12,1306,4080
16144,2021-06-17,Single Family,Oregon City,97045,1967,3,2.0,521000,1.08,1831,21780
16145,2021-07-15,Single Family,Milwaukie,97267,1959,5,2.0,464000,1.08,2510,13068
16146,2021-07-06,Single Family,Lake Oswego,97035,1984,3,3.0,525000,1.08,1352,3920
16147,2021-07-15,Single Family,Portland,97222,1947,3,1.0,400000,1.08,1535,5662
16148,2021-07-06,Single Family,Lake Oswego,97034,1995,4,6.0,5250000,1.08,5855,98010
16149,2021-06-17,Single Family,West Linn,97068,1990,7,9.0,2150000,1.08,9480,591544
16150,2021-06-17,Single Family,Oregon City,97045,1938,2,1.0,315000,1.08,2244,6572
16151,2021-06-17,Single Family,Oregon City,97045,2010,3,3.0,468000,1.08,1629,3484
16153,2021-06-17,Single Family,West Linn,97068,2001,5,5.0,1111000,1.08,5329,10454
16154,2021-07-01,Single Family,Lake Oswego,97035,1953,43,4.0,3000000,1.08,3707,20473
16155,2021-06-17,Single Family,Oregon City,97045,2001,3,2.0,475000,1.08,1470,6969
16156,2021-06-17,Single Family,West Linn,97068,1988,4,3.0,899000,1.08,3667,13503
16157,2021-07-01,Single Family,Lake Oswego,97035,1953,3,1.0,750000,1.08,1677,10018
16158,2021-06-17,Single Family,Oregon City,97045,1920,3,1.0,380000,1.08,1327,3484
16159,2021-07-15,Single Family,Portland,97222,1975,3,3.0,440000,1.08,2388,6969
16160,2021-06-17,Single Family,West Linn,97068,1995,5,5.0,1310000,1.08,4640,13939
16161,2021-07-01,Single Family,Lake Oswego,97034,2015,4,3.0,1375000,1.08,3054,15681
16162,2021-06-17,Single Family,Oregon City,97045,1972,3,2.0,500100,1.08,1248,10454
16163,2021-06-17,Single Family,West Linn,97068,2003,1,1.0,242000,1.08,950,391
16164,2021-07-01,Single Family,Lake Oswego,97035,1973,3,2.0,577000,1.08,1250,10018
16165,2021-06-17,Single Family,Oregon City,97045,1900,4,2.0,630000,1.08,1700,27007
16166,2021-07-15,Single Family,Portland,97267,2021,4,4.0,550000,1.08,1773,8276
16167,2021-06-17,Single Family,West Linn,97068,2014,4,4.0,1365000,1.08,3128,23086
16169,2021-06-15,Single Family,West Linn,97068,2012,4,3.0,900000,1.08,2910,12632
16170,2021-06-17,Single Family,Oregon City,97045,1972,3,2.0,500100,1.08,1248,10308
16171,2021-06-15,Single Family,West Linn,97068,1915,3,1.0,485000,1.08,2351,8276
16172,2021-06-15,Single Family,West Linn,97068,1977,4,3.0,499900,1.08,1806,12632
16173,2021-07-15,Single Family,Milwaukie,97267,1973,4,4.0,600000,1.08,2595,8712
16174,2021-06-14,Single Family,West Linn,97068,2002,3,3.0,522000,1.08,1740,3049
16175,2021-06-14,Single Family,West Linn,97068,1974,3,3.0,1100000,1.08,3450,158558
16176,2021-06-14,Single Family,West Linn,97068,1998,4,3.0,740000,1.08,2651,8276
16177,2021-06-14,Single Family,West Linn,97068,1994,4,3.0,997000,1.08,3304,10890
16178,2021-06-14,Single Family,West Linn,97068,1993,4,3.0,900000,1.08,3760,10890
16179,2021-06-11,Single Family,West Linn,97068,1994,5,5.0,843000,1.08,3750,17424
16180,2021-06-11,Single Family,West Linn,97068,2011,4,4.0,1205000,1.08,3359,9147
16181,2021-07-15,Single Family,Portland,97222,1925,3,3.0,450000,1.08,3082,7405
16182,2021-07-01,Single Family,Portland,97219,1962,5,4.0,2250000,1.08,5170,24393
16183,2021-06-15,Single Family,Oregon City,97045,1975,3,1.0,400000,1.08,1080,4791
16184,2021-06-11,Single Family,West Linn,97068,1972,3,2.0,625000,1.08,1644,10890
16185,2021-06-15,Single Family,Oregon City,97045,1996,3,2.0,488000,1.08,1637,9147
16186,2021-07-01,Single Family,Lake Oswego,97034,2004,6,5.0,1850000,1.08,6300,42688
16187,2021-06-15,Single Family,Oregon City,97045,2006,4,5.0,865000,1.08,3500,33105
16189,2021-07-01,Single Family,Portland,97219,1962,4,2.5,2250000,1.08,2884,24393
16190,2021-07-15,Single Family,Milwaukie,97222,1991,3,2.0,495000,1.08,1448,8712
16191,2021-06-11,Single Family,West Linn,97068,2006,5,4.1,945000,1.08,4575,7840
16192,2021-06-15,Single Family,Oregon City,97045,1971,3,2.0,508000,1.08,1540,20240
16193,2021-07-01,Single Family,Lake Oswego,97034,2005,2,3.0,545000,1.08,1394,546
16195,2021-06-15,Single Family,Oregon City,97045,2008,4,2.0,515000,1.08,1700,4791
16196,2021-06-09,Single Family,West Linn,97068,1959,3,2.25,415000,1.08,1820,9350
16197,2021-06-29,Single Family,Lake Oswego,97035,1983,3,3.0,760000,1.08,2533,10454
16198,2021-06-09,Single Family,West Linn,97068,1995,3,3.0,825000,1.08,3229,6534
16199,2021-06-15,Single Family,Oregon City,97045,2007,4,3.0,750000,1.08,2874,9147
16200,2021-06-09,Single Family,West Linn,97068,1987,4,3.0,730000,1.08,2569,8276
16201,2021-06-15,Single Family,Oregon City,97045,1972,3,2.0,465000,1.08,1248,9583
16202,2021-06-09,Single Family,West Linn,97068,1997,4,4.0,1385000,1.08,5501,20037
16203,2021-06-29,Single Family,Lake Oswego,97034,1986,4,3.0,1275000,1.08,3439,11325
16204,2021-06-15,Single Family,Oregon City,97045,1900,3,1.0,385000,1.08,1910,6969
16205,2021-06-09,Single Family,West Linn,97068,1996,4,4.0,830000,1.08,2913,16552
16206,2021-06-15,Single Family,Oregon City,97045,1974,3,2.0,355000,1.08,1108,4791
16207,2021-06-09,Single Family,West Linn,97068,2000,5,5.0,2000000,1.08,5793,10890
16208,2021-06-14,Single Family,Oregon City,97045,1973,4,2.0,525000,1.08,2326,20037
16209,2021-06-29,Single Family,Lake Oswego,97034,2004,5,6.0,2499000,1.08,6667,35283
16210,2021-06-07,Single Family,West Linn,97068,1973,3,2.0,567500,1.08,1514,10890
16211,2021-06-14,Single Family,Oregon City,97045,2000,3,2.0,556150,1.08,1765,7840
16212,2021-06-07,Single Family,West Linn,97068,1924,4,2.0,325000,1.08,1911,10000
16213,2021-06-29,Single Family,Lake Oswego,97034,2021,4,4.0,2150000,1.08,3913,19602
16214,2021-06-14,Single Family,Oregon City,97045,1900,4,3.0,445000,1.08,2212,7840
16215,2021-06-07,Single Family,West Linn,97068,2004,4,3.0,585000,1.08,2698,17859
16217,2021-06-07,Single Family,West Linn,97068,2001,4,3.0,605000,1.08,2429,2613
16218,2021-06-14,Single Family,Oregon City,97045,1977,4,1.0,438000,1.08,1430,8276
16219,2021-06-29,Single Family,Lake Oswego,97035,1997,3,3.0,710000,1.12,2776,8276
16220,2021-06-06,Single Family,West Linn,97068,1989,5,4.0,789000,1.08,4932,10454
16221,2021-06-14,Single Family,Oregon City,97045,1974,5,3.0,500000,1.08,2394,13503
16222,2021-06-29,Single Family,Lake Oswego,97035,2016,4,4.0,2270000,1.08,4246,30842
16224,2021-06-29,Single Family,Lake Oswego,97035,1954,3,1.5,487500,1.08,1274,23958
16225,2021-06-11,Single Family,Oregon City,97045,1947,3,2.0,479000,1.08,1248,17859
16226,2021-06-06,Single Family,West Linn,97068,2017,5,4.0,816000,1.08,3006,7405
16227,2021-06-29,Single Family,Lake Oswego,97034,1983,5,6.0,1900000,1.08,7803,24829
16228,2021-06-11,Single Family,Oregon City,97045,1977,4,3.0,620000,1.08,2040,30056
16229,2021-06-03,Single Family,West Linn,97068,1975,5,4.0,617000,1.08,2921,10018
16230,2021-06-29,Single Family,Lake Oswego,97034,2008,4,4.0,1575000,1.08,4050,9147
16231,2021-06-03,Single Family,West Linn,97068,2013,4,4.0,940000,1.08,3761,9583
16232,2021-06-29,Single Family,Lake Oswego,97034,1965,4,3.0,715000,1.08,2200,10454
16234,2021-06-11,Single Family,Oregon City,97045,2011,3,2.0,460000,1.08,1350,4356
16235,2021-06-29,Single Family,Lake Oswego,97034,1966,5,4.0,2110000,1.08,3796,41382
16236,2021-06-03,Single Family,West Linn,97068,1987,4,3.0,900000,1.08,3584,11136
16237,2021-06-29,Single Family,Lake Oswego,97035,2016,4,2.0,2995000,1.08,4676,29621
16238,2021-06-11,Single Family,Oregon City,97045,1955,8,4.0,705000,1.08,3800,93218
16239,2021-06-03,Single Family,West Linn,97068,1986,4,3.0,665000,1.08,2750,12196
16240,2021-06-29,Single Family,Lake Oswego,97034,1951,6,5.0,4321455,1.08,5114,1130817
16241,2021-06-11,Single Family,Oregon City,97045,2005,4,4.0,1750000,1.08,4112,47044
16242,2021-06-03,Single Family,West Linn,97068,1979,3,2.0,621190,1.08,1675,23958
16243,2021-06-29,Single Family,Lake Oswego,97034,1975,3,2.0,550000,1.08,1568,8731
16244,2021-06-11,Single Family,Oregon City,97045,1935,3,2.0,425000,1.08,1476,8276
16245,2021-06-03,Single Family,West Linn,97068,2015,5,3.0,1155000,1.08,3767,11325
16246,2021-06-29,Single Family,Lake Oswego,97035,1988,3,3.0,768175,1.08,2153,6098
16247,2021-06-03,Single Family,West Linn,97068,1984,3,3.0,684000,1.08,2285,14810
16248,2021-06-11,Single Family,Oregon City,97045,1933,4,3.0,675000,1.08,2053,102366
16249,2021-06-29,Single Family,Lake Oswego,97035,1993,4,3.0,915000,1.08,3343,6969
16250,2021-06-03,Single Family,West Linn,97068,1978,5,3.0,720000,1.08,3039,8276
16251,2021-06-11,Single Family,Oregon City,97045,1979,3,3.0,580000,1.08,1684,57063
16252,2021-06-29,Single Family,Lake Oswego,97034,1956,4,2.0,1100000,1.08,2408,6098
16254,2021-06-11,Single Family,Oregon City,97045,2003,4,3.0,650000,1.08,2734,8276
16256,2021-06-03,Single Family,West Linn,97068,1978,4,3.0,700000,1.08,2356,10454
16259,2021-06-28,Single Family,Lake Oswego,97035,1985,4,3.0,1106000,1.08,3432,10018
16260,2021-06-09,Single Family,Oregon City,97045,1922,3,3.0,453600,1.08,1824,5662
16261,2021-06-01,Single Family,West Linn,97068,1961,4,2.0,530000,1.08,1619,7405
16262,2021-06-28,Single Family,Lake Oswego,97034,1930,5,3.0,1450000,1.08,2945,6969
16263,2021-06-09,Single Family,Oregon City,97045,1970,3,2.0,496000,1.08,1432,20473
16265,2021-06-01,Single Family,West Linn,97068,1994,5,3.0,1007000,1.08,3723,11325
16266,2021-06-28,Single Family,Lake Oswego,97034,1956,3,3.0,1082680,1.08,1904,6969
16267,2021-06-01,Single Family,West Linn,97068,2001,4,3.0,771960,1.08,3104,8712
16268,2021-06-28,Single Family,Lake Oswego,97034,1976,4,3.0,1850000,1.08,3645,51400
16269,2021-05-28,Single Family,West Linn,97068,1995,4,3.0,859900,1.08,3614,8276
16270,2021-06-09,Single Family,Oregon City,97045,1997,4,3.0,550000,1.08,2221,9147
16271,2021-06-28,Single Family,Lake Oswego,97035,1994,3,3.0,680000,1.08,1672,7405
16273,2021-06-25,Single Family,Lake Oswego,97034,1975,4,4.0,989000,1.08,2972,18730
16274,2021-06-09,Single Family,Oregon City,97045,2004,4,3.0,685000,1.08,2919,10018
16275,2021-06-09,Single Family,Oregon City,97045,1976,3,2.0,484000,1.08,1594,10890
16276,2021-06-25,Single Family,Lake Oswego,97035,1972,5,3.0,890000,1.08,2560,9583
16277,2021-05-28,Single Family,West Linn,97068,1996,4,3.0,794300,1.08,3690,19338
16278,2021-06-09,Single Family,Oregon City,97045,2012,4,4.0,1195000,1.08,3438,160736
16279,2021-06-25,Single Family,Lake Oswego,97035,1993,5,4.0,1390000,1.08,4078,7405
16280,2021-05-28,Single Family,West Linn,97068,1990,3,3.0,1050000,1.08,3053,42688
16281,2021-06-09,Single Family,Oregon City,97045,2010,3,3.0,467000,1.08,1655,6098
16282,2021-05-28,Single Family,West Linn,97068,1958,3,2.0,585000,1.08,1594,16117
16283,2021-06-25,Single Family,Lake Oswego,97034,2021,4,3.0,2450000,1.08,4443,27878
16284,2021-06-07,Single Family,Oregon City,97045,1978,4,2.0,492000,1.08,2008,11761
16285,2021-05-28,Single Family,West Linn,97068,1968,2,2.0,900000,1.08,1528,1425719
16287,2021-06-25,Single Family,Lake Oswego,97034,1961,4,3.0,2150000,1.08,4078,39204
16288,2021-05-28,Single Family,West Linn,97068,1961,3,2.0,537500,1.08,1789,9583
16289,2021-06-07,Single Family,Oregon City,97045,1978,3,2.0,444000,1.08,1728,10454
16290,2021-06-25,Single Family,Lake Oswego,97034,1960,3,2.0,1100000,1.08,2945,16117
16291,2021-05-28,Single Family,West Linn,97068,1947,4,3.0,815000,1.08,3517,20037
16292,2021-06-25,Single Family,Lake Oswego,97035,1980,4,3.0,705000,1.12,3158,8712
16294,2021-06-25,Single Family,Lake Oswego,97034,1979,4,3.0,770000,1.08,2392,7840
16295,2021-05-28,Single Family,West Linn,97068,1976,4,3.0,735000,1.08,2388,21780
16296,2021-06-06,Single Family,Oregon City,97045,1976,3,2.0,448000,1.08,1492,14374
16297,2021-06-23,Single Family,Lake Oswego,97034,1977,4,4.0,611000,1.08,2362,7405
16298,2021-05-28,Single Family,West Linn,97068,1998,3,3.0,695000,1.08,2535,8000
16299,2021-06-06,Single Family,Oregon City,97045,1940,2,1.0,365000,1.08,2280,9595
16300,2021-05-28,Single Family,West Linn,97068,1961,3,2.0,535000,1.08,1238,15245
16301,2021-06-23,Single Family,Lake Oswego,97034,1991,4,4.0,3215000,1.08,4194,12196
16303,2021-06-23,Single Family,Lake Oswego,97035,1990,4,3.0,910000,1.08,2778,8276
