Sale Date,City,Zip Code,Year Built,Bed,Bath,Sale Price,Square Feet,Lot Size,$/SF,Zip Population,Zip SqMi,Zip Pop Density,Zip Mean HHI
2020-07-22,Hillsboro,97123,1960,7,5,705000,4200,43560,167.86,25327,54.201,467.2792015,102215
2020-09-15,Hillsboro,97123,2013,4,3,426400,1898,4356,224.66,25327,54.201,467.2792015,102215
2020-08-19,Hillsboro,97123,2010,3,3,415000,1959,3049,211.84,25327,54.201,467.2792015,102215
2020-09-16,Hillsboro,97123,2013,3,3,385000,1392,3049,276.58,25327,54.201,467.2792015,102215
2020-07-27,Hillsboro,97123,1961,3,2,335000,1000,7405,335,25327,54.201,467.2792015,102215
2020-09-18,Hillsboro,97123,1978,3,2,425000,1400,7405,303.57,25327,54.201,467.2792015,102215
2020-07-30,Hillsboro,97123,2017,4,4,545000,2472,6969,220.47,25327,54.201,467.2792015,102215
2020-08-21,Hillsboro,97123,2019,3,3,543826,2089,3484,260.33,25327,54.201,467.2792015,102215
2020-09-21,Hillsboro,97123,1979,3,1,352000,1080,7405,325.93,25327,54.201,467.2792015,102215
2020-08-07,Hillsboro,97123,1969,5,3,375000,2788,10018,134.51,25327,54.201,467.2792015,102215
2020-09-24,Hillsboro,97123,1983,3,2,375000,1128,6969,332.45,25327,54.201,467.2792015,102215
2020-08-13,Hillsboro,97123,1973,3,2,330000,1526,13068,216.25,25327,54.201,467.2792015,102215
2020-09-27,Hillsboro,97123,2006,3,3,329000,1567,2178,209.96,25327,54.201,467.2792015,102215
2020-08-13,Hillsboro,97123,2000,3,3,391000,1521,2613,257.07,25327,54.201,467.2792015,102215
2020-09-29,Hillsboro,97123,2007,3,3,375000,1606,2613,233.5,25327,54.201,467.2792015,102215
2020-08-18,Hillsboro,97123,1978,3,2,387000,1398,8276,276.82,25327,54.201,467.2792015,102215
2020-08-26,Hillsboro,97123,2020,4,4,654900,3283,5662,199.48,25327,54.201,467.2792015,102215
2020-09-29,Hillsboro,97123,1982,2,2,365000,1100,7405,331.82,25327,54.201,467.2792015,102215
2020-10-02,Hillsboro,97123,1980,2,1,254900,943,2178,270.31,25327,54.201,467.2792015,102215
2020-08-19,Hillsboro,97123,1961,4,2,363750,1360,7405,267.46,25327,54.201,467.2792015,102215
2020-10-05,Hillsboro,97123,1978,3,2,495000,2010,10890,246.27,25327,54.201,467.2792015,102215
2020-08-21,Hillsboro,97123,2016,5,4,599000,2885,6098,207.63,25327,54.201,467.2792015,102215
2020-08-27,Hillsboro,97123,2020,4,3,569900,2550,4356,223.49,25327,54.201,467.2792015,102215
2020-08-24,Hillsboro,97123,1997,3,2,400000,1256,6534,318.47,25327,54.201,467.2792015,102215
2020-10-05,Hillsboro,97123,2005,4,3,455000,2444,3484,186.17,25327,54.201,467.2792015,102215
2020-08-30,Hillsboro,97123,1991,3,3,425000,1885,6969,225.46,25327,54.201,467.2792015,102215
2020-10-07,Hillsboro,97123,2013,4,3,440000,1962,3484,224.26,25327,54.201,467.2792015,102215
2020-08-30,Hillsboro,97123,1994,3,2,365000,1096,6969,333.03,25327,54.201,467.2792015,102215
2020-08-30,Hillsboro,97123,2020,3,3,422900,1624,2613,260.41,25327,54.201,467.2792015,102215
2020-10-08,Hillsboro,97123,2020,3,2,523000,1805,5597,289.75,25327,54.201,467.2792015,102215
2020-09-10,Hillsboro,97123,2020,4,3,569000,2508,6098,226.87,25327,54.201,467.2792015,102215
2020-10-08,Hillsboro,97123,2003,3,3,328000,1519,2178,215.93,25327,54.201,467.2792015,102215
2020-08-30,Hillsboro,97123,2013,5,3,470000,2589,3920,181.54,25327,54.201,467.2792015,102215
2020-09-15,Hillsboro,97123,1974,3,2,432000,1448,10018,298.34,25327,54.201,467.2792015,102215
2020-10-08,Hillsboro,97123,2006,3,3,366000,1567,2178,233.57,25327,54.201,467.2792015,102215
2021-06-23,Hillsboro,97123,1979,4,3,1200000,4037,435600,297.25,25327,54.201,467.2792015,102215
2021-03-26,Newberg,97132,2013,3,2,485000,1628,16117,297.91,22641,60.256,375.7468136,102329
2021-02-23,Boring,97009,1980,5,3,582800,2772,147232,210.25,8363,30.107,277.7759325,98745
2020-08-04,Sherwood,97140,1974,4,3,590000,3519,218235,167.66,7864,44.128,178.208847,127500
2020-07-16,Sherwood,97140,1963,2,1,629000,4180,10890,150.48,7864,44.128,178.208847,127500
2020-07-16,Sherwood,97140,2000,4,3,532000,1976,6534,269.23,7864,44.128,178.208847,127500
2020-07-16,Sherwood,97140,1977,5,5,1400000,5647,217800,247.92,7864,44.128,178.208847,127500
2020-07-16,Sherwood,97140,1997,5,3,554000,2213,6534,250.34,7864,44.128,178.208847,127500
2020-07-16,Sherwood,97140,1974,3,2,255000,1553,82764,164.2,7864,44.128,178.208847,127500
2020-07-14,Sherwood,97140,2014,3,3,650000,2673,4791,243.17,7864,44.128,178.208847,127500
2020-07-14,Sherwood,97140,2013,4,3,682000,3044,6098,224.05,7864,44.128,178.208847,127500
2020-07-13,Sherwood,97140,2001,4,3,581000,2401,6534,241.98,7864,44.128,178.208847,127500
2020-07-10,Sherwood,97140,1993,3,3,430000,1676,6098,256.56,7864,44.128,178.208847,127500
2020-07-10,Sherwood,97140,1997,4,4,931000,3645,91476,255.42,7864,44.128,178.208847,127500
2020-07-10,Sherwood,97140,1972,4,3,700000,2056,217800,340.47,7864,44.128,178.208847,127500
2020-07-10,Sherwood,97140,1999,4,3,685000,2984,7840,229.56,7864,44.128,178.208847,127500
2020-07-08,Sherwood,97140,1996,4,3,530000,2108,9147,251.42,7864,44.128,178.208847,127500
2020-07-08,Sherwood,97140,2005,4,3,540000,3165,6969,170.62,7864,44.128,178.208847,127500
2020-07-08,Sherwood,97140,2004,4,4,1150000,3245,261360,354.39,7864,44.128,178.208847,127500
2020-07-07,Sherwood,97140,2001,4,3,516200,2406,5662,214.55,7864,44.128,178.208847,127500
2020-07-07,Sherwood,97140,2005,4,3,550000,2528,5227,217.56,7864,44.128,178.208847,127500
2020-07-07,Sherwood,97140,1995,3,2,440000,1314,6534,334.86,7864,44.128,178.208847,127500
2020-07-07,Sherwood,97140,2004,3,3,448000,1908,4791,234.8,7864,44.128,178.208847,127500
2020-07-08,Sherwood,97140,1995,5,3,530000,2864,7840,185.06,7864,44.128,178.208847,127500
2020-07-14,Sherwood,97140,1995,3,3,475000,1861,6098,255.24,7864,44.128,178.208847,127500
2021-04-12,Sherwood,97140,2016,4,3,810000,3108,5227,260.62,7864,44.128,178.208847,127500
2021-05-04,Sherwood,97140,2016,3,3,395000,1529,1742,258.34,7864,44.128,178.208847,127500
2021-05-04,Sherwood,97140,2021,4,3,686000,2138,5227,320.86,7864,44.128,178.208847,127500
2021-02-15,Sherwood,97140,2002,4,4,830000,4073,13503,203.78,7864,44.128,178.208847,127500
2020-09-18,Sherwood,97140,1996,3,2,510000,1615,6534,315.79,7864,44.128,178.208847,127500
2020-08-27,Sherwood,97140,2003,4,4,930000,3910,14374,237.85,7864,44.128,178.208847,127500
2020-08-19,Sherwood,97140,2005,4,5,930000,3775,10454,246.36,7864,44.128,178.208847,127500
2021-04-28,Sherwood,97140,1994,3,2,410000,1149,6969,356.83,7864,44.128,178.208847,127500
2021-06-06,Sherwood,97140,1998,5,3,583200,2269,5227,257.03,7864,44.128,178.208847,127500
2021-06-06,Sherwood,97140,1995,4,3,505000,1608,6534,314.05,7864,44.128,178.208847,127500
2021-06-07,Sherwood,97140,2004,3,3,550000,2120,5227,259.43,7864,44.128,178.208847,127500
2021-06-07,Sherwood,97140,1997,4,3,615000,1976,6534,311.23,7864,44.128,178.208847,127500
2021-06-09,Sherwood,97140,2018,5,3,825000,2911,5227,283.41,7864,44.128,178.208847,127500
2021-06-09,Sherwood,97140,2001,3,3,525000,1659,6098,316.46,7864,44.128,178.208847,127500
2021-06-11,Sherwood,97140,2006,5,4,720000,3733,7405,192.87,7864,44.128,178.208847,127500
2021-06-14,Sherwood,97140,1996,3,3,555000,1646,6098,337.18,7864,44.128,178.208847,127500
2021-06-14,Sherwood,97140,2001,4,3,660000,2368,5227,278.72,7864,44.128,178.208847,127500
2021-06-14,Sherwood,97140,2001,4,2,565000,1911,5227,295.66,7864,44.128,178.208847,127500
2021-06-14,Sherwood,97140,1976,5,4,1330000,3447,298386,385.84,7864,44.128,178.208847,127500
2021-06-15,Sherwood,97140,2000,3,3,583500,1885,5227,309.55,7864,44.128,178.208847,127500
2021-06-15,Sherwood,97140,2021,5,5,1113045,4228,10890,263.26,7864,44.128,178.208847,127500
2021-06-15,Sherwood,97140,2004,5,3,786500,2879,6534,273.19,7864,44.128,178.208847,127500
2021-06-15,Sherwood,97140,2019,5,3,803000,3172,4791,253.15,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,1999,3,3,640000,2287,5662,279.84,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,2006,5,5,1270000,5428,81021,233.97,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,1997,3,3,627500,1773,7840,353.92,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,1997,4,3,625000,2352,6969,265.73,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,2005,4,4,855000,4576,7840,186.84,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,2012,5,3,700000,3041,5227,230.19,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,2005,4,4,1350000,4432,56192,304.6,7864,44.128,178.208847,127500
2021-06-17,Sherwood,97140,1998,3,2,675000,1848,12196,365.26,7864,44.128,178.208847,127500
2021-06-20,Sherwood,97140,1998,3,3,559200,1513,5227,369.6,7864,44.128,178.208847,127500
2021-06-20,Sherwood,97140,2004,4,3,530700,2641,5227,200.95,7864,44.128,178.208847,127500
2021-06-22,Sherwood,97140,1988,3,2,1100000,2726,222155,403.52,7864,44.128,178.208847,127500
2021-06-23,Sherwood,97140,1996,4,3,781000,2156,9147,362.24,7864,44.128,178.208847,127500
2021-06-23,Sherwood,97140,1997,3,2,549000,1482,4791,370.45,7864,44.128,178.208847,127500
2021-06-23,Sherwood,97140,1996,3,2,475000,1380,5227,344.2,7864,44.128,178.208847,127500
2021-06-23,Sherwood,97140,1997,5,3,622600,3062,10000,203.33,7864,44.128,178.208847,127500
2021-06-23,Sherwood,97140,1997,3,3,701934,2570,6969,273.13,7864,44.128,178.208847,127500
2021-06-25,Sherwood,97140,2017,4,3,785000,3076,6534,255.2,7864,44.128,178.208847,127500
2021-06-28,Sherwood,97140,1997,3,3,565000,1737,6969,325.27,7864,44.128,178.208847,127500
2021-06-28,Sherwood,97140,2002,4,3,600000,2339,5227,256.52,7864,44.128,178.208847,127500
2021-06-28,Sherwood,97140,2002,3,3,540000,1690,4791,319.53,7864,44.128,178.208847,127500
2021-06-28,Sherwood,97140,1999,4,3,675000,2347,6969,287.6,7864,44.128,178.208847,127500
2021-06-28,Sherwood,97140,2001,3,3,1120000,3180,196020,352.2,7864,44.128,178.208847,127500
2021-06-29,Sherwood,97140,2012,4,3,800000,2802,10454,285.51,7864,44.128,178.208847,127500
2021-06-29,Sherwood,97140,2016,3,3,470000,1325,2613,354.72,7864,44.128,178.208847,127500
2021-06-29,Sherwood,97140,2003,4,4,825000,3407,7405,242.15,7864,44.128,178.208847,127500
2021-07-01,Sherwood,97140,1989,3,2,450000,1130,7405,398.23,7864,44.128,178.208847,127500
2021-07-01,Sherwood,97140,2000,4,3,575000,2329,5227,246.89,7864,44.128,178.208847,127500
2021-07-01,Sherwood,97140,2003,3,3,610000,2366,5227,257.82,7864,44.128,178.208847,127500
2021-07-06,Sherwood,97140,2004,4,3,690000,2415,6098,285.71,7864,44.128,178.208847,127500
2021-07-06,Sherwood,97140,2005,4,4,799900,4576,7840,174.8,7864,44.128,178.208847,127500
2021-07-07,Sherwood,97140,1995,4,4,525000,2340,6098,224.36,7864,44.128,178.208847,127500
2021-07-07,Sherwood,97140,1997,3,3,510000,1582,6098,322.38,7864,44.128,178.208847,127500
2021-07-07,Sherwood,97140,2005,5,3,765000,3392,8276,225.53,7864,44.128,178.208847,127500
2021-07-07,Sherwood,97140,1975,3,2,552900,2024,8300,273.17,7864,44.128,178.208847,127500
2021-07-07,Sherwood,97140,2009,4,3,704000,2575,5227,273.4,7864,44.128,178.208847,127500
2021-07-09,Sherwood,97140,1997,2,2,591000,1799,6534,328.52,7864,44.128,178.208847,127500
2021-07-09,Sherwood,97140,1967,3,2,425000,1234,6130,344.41,7864,44.128,178.208847,127500
2021-07-12,Sherwood,97140,1990,3,3,781150,1909,44431,409.19,7864,44.128,178.208847,127500
2021-07-12,Sherwood,97140,2001,4,3,712500,2604,6969,273.62,7864,44.128,178.208847,127500
2021-07-12,Sherwood,97140,1977,4,4,1300000,5536,355885,234.83,7864,44.128,178.208847,127500
2021-07-13,Sherwood,97140,1994,3,2,502000,1742,8276,288.17,7864,44.128,178.208847,127500
2021-07-13,Sherwood,97140,2015,5,3,707500,2545,5662,278,7864,44.128,178.208847,127500
2021-07-13,Sherwood,97140,1998,3,2,476000,1417,5227,335.92,7864,44.128,178.208847,127500
2021-07-13,Sherwood,97140,1995,5,4,615000,2293,6969,268.21,7864,44.128,178.208847,127500
2021-07-15,Sherwood,97140,2004,4,3,640000,2506,5227,255.39,7864,44.128,178.208847,127500
2021-07-15,Sherwood,97140,2016,4,3,750000,2734,4791,274.32,7864,44.128,178.208847,127500
2021-07-15,Sherwood,97140,1997,4,3,800000,2730,7405,293.04,7864,44.128,178.208847,127500
2021-04-14,Sherwood,97140,2004,5,3,650000,2800,7405,232.14,7864,44.128,178.208847,127500
2021-05-04,Sherwood,97140,1995,3,2,499000,1552,6969,321.52,7864,44.128,178.208847,127500
2021-05-04,Sherwood,97140,1996,3,2,490000,1363,7405,359.5,7864,44.128,178.208847,127500
2021-05-04,Sherwood,97140,1964,3,3,665000,1917,37461,346.9,7864,44.128,178.208847,127500
2021-04-29,Sherwood,97140,1991,4,4,1105000,3506,218235,315.17,7864,44.128,178.208847,127500
2021-04-28,Sherwood,97140,2005,4,3,620000,2855,4791,217.16,7864,44.128,178.208847,127500
2021-04-28,Sherwood,97140,2001,4,3,602500,2429,6969,248.04,7864,44.128,178.208847,127500
2021-04-28,Sherwood,97140,1979,2,2,450000,1342,7840,335.32,7864,44.128,178.208847,127500
2021-04-26,Sherwood,97140,1999,4,3,540000,2090,5662,258.37,7864,44.128,178.208847,127500
2021-04-26,Sherwood,97140,2004,4,2.5,700000,3037,6970,230.49,7864,44.128,178.208847,127500
2021-04-23,Sherwood,97140,2001,3,3,535000,1717,3920,311.59,7864,44.128,178.208847,127500
2021-04-14,Sherwood,97140,1969,3,1,429029,1176,6969,364.82,7864,44.128,178.208847,127500
2021-04-14,Sherwood,97140,1992,4,3,615000,2345,7840,262.26,7864,44.128,178.208847,127500
2021-04-14,Sherwood,97140,1981,6,4,1175000,3708,216928,316.88,7864,44.128,178.208847,127500
2021-03-26,Sherwood,97140,1989,3,2,400000,1230,4356,325.2,7864,44.128,178.208847,127500
2021-04-09,Sherwood,97140,2014,4,3,1295000,3162,199940,409.55,7864,44.128,178.208847,127500
2021-04-09,Sherwood,97140,2005,5,4,950625,2960,139392,321.16,7864,44.128,178.208847,127500
2021-04-09,Sherwood,97140,1952,3,3,1190000,4300,334540,276.74,7864,44.128,178.208847,127500
2021-04-06,Sherwood,97140,1997,4,3,509000,1838,5227,276.93,7864,44.128,178.208847,127500
2021-04-08,Sherwood,97140,1991,3,2,440000,1444,5662,304.71,7864,44.128,178.208847,127500
2021-04-06,Sherwood,97140,2001,3,3,579900,2473,5227,234.49,7864,44.128,178.208847,127500
2021-04-01,Sherwood,97140,2017,3,2,600000,1931,6098,310.72,7864,44.128,178.208847,127500
2021-04-04,Sherwood,97140,2005,4,7,1400000,6215,211265,225.26,7864,44.128,178.208847,127500
2021-04-06,Sherwood,97140,1981,2,2,880000,2579,218235,341.22,7864,44.128,178.208847,127500
2021-03-31,Sherwood,97140,1997,3,3,453000,1665,4356,272.07,7864,44.128,178.208847,127500
2021-03-26,Sherwood,97140,1996,4,3,599000,2130,6969,281.22,7864,44.128,178.208847,127500
2021-03-29,Sherwood,97140,1999,4,3,540000,1988,6534,271.63,7864,44.128,178.208847,127500
2021-03-26,Sherwood,97140,1993,3,2,590000,2380,7840,247.9,7864,44.128,178.208847,127500
2021-03-26,Sherwood,97140,1966,4,4,1415000,3909,169448,361.99,7864,44.128,178.208847,127500
2021-03-18,Sherwood,97140,2006,3,3,600000,2730,5662,219.78,7864,44.128,178.208847,127500
2021-03-21,Sherwood,97140,2002,5,3,585000,2960,4791,197.64,7864,44.128,178.208847,127500
2021-02-26,Sherwood,97140,1997,3,3,587000,2125,6534,276.24,7864,44.128,178.208847,127500
2021-03-17,Sherwood,97140,2016,4,3,765000,3108,4791,246.14,7864,44.128,178.208847,127500
2021-03-15,Sherwood,97140,2000,5,3,576000,2517,5662,228.84,7864,44.128,178.208847,127500
2021-03-15,Sherwood,97140,2006,4,3,695000,3147,6969,220.85,7864,44.128,178.208847,127500
2021-03-15,Sherwood,97140,2005,4,3,475000,2037,4356,233.19,7864,44.128,178.208847,127500
2021-03-12,Sherwood,97140,2016,4,3,540000,2053,2613,263.03,7864,44.128,178.208847,127500
2021-03-12,Sherwood,97140,1996,3,3,443500,1577,5662,281.23,7864,44.128,178.208847,127500
2021-03-09,Sherwood,97140,2005,5,3,705000,4091,7405,172.33,7864,44.128,178.208847,127500
2021-03-04,Sherwood,97140,2001,3,3,1045000,3400,211265,307.35,7864,44.128,178.208847,127500
2021-03-04,Sherwood,97140,2017,3,3,510000,1833,2613,278.23,7864,44.128,178.208847,127500
2021-03-04,Sherwood,97140,2016,3,3,510000,1789,2614,285.08,7864,44.128,178.208847,127500
2021-03-04,Sherwood,97140,1995,3,2,450000,1204,6098,373.75,7864,44.128,178.208847,127500
2021-03-04,Sherwood,97140,1996,4,3,440000,2112,6970,208.33,7864,44.128,178.208847,127500
2021-03-04,Sherwood,97140,2021,5,3,732000,2800,5227,261.43,7864,44.128,178.208847,127500
2021-03-03,Sherwood,97140,1997,3,3,550000,1856,5662,296.34,7864,44.128,178.208847,127500
2021-02-24,Sherwood,97140,1997,3,2,491000,1482,4791,331.31,7864,44.128,178.208847,127500
2021-03-01,Sherwood,97140,2001,4,4,1075000,2908,103672,369.67,7864,44.128,178.208847,127500
2021-02-26,Sherwood,97140,2008,4,4,1210000,5177,17424,233.73,7864,44.128,178.208847,127500
2021-02-26,Sherwood,97140,2016,3,3,433000,1325,2613,326.79,7864,44.128,178.208847,127500
2021-02-26,Sherwood,97140,2000,3,3,450000,1667,3920,269.95,7864,44.128,178.208847,127500
2021-02-26,Sherwood,97140,2000,5,3,601000,2907,5227,206.74,7864,44.128,178.208847,127500
2021-02-01,Sherwood,97140,1996,2,2,355000,1054,4356,336.81,7864,44.128,178.208847,127500
2021-02-24,Sherwood,97140,1995,3,2,452900,1192,6098,379.95,7864,44.128,178.208847,127500
2021-02-24,Sherwood,97140,1992,4,3,585000,2371,11325,246.73,7864,44.128,178.208847,127500
2021-02-23,Sherwood,97140,2001,4,3,580000,2479,6534,233.97,7864,44.128,178.208847,127500
2021-02-23,Sherwood,97140,1999,4,2.1,480000,1907,6969,251.7,7864,44.128,178.208847,127500
2021-02-18,Sherwood,97140,2016,3,3,506000,1851,3049,273.37,7864,44.128,178.208847,127500
2021-02-18,Sherwood,97140,1997,4,3,606250,2151,5662,281.85,7864,44.128,178.208847,127500
2021-02-18,Sherwood,97140,1954,1,1,318000,739,5227,430.31,7864,44.128,178.208847,127500
2021-02-17,Sherwood,97140,1989,3,2,273500,1020,7172,268.14,7864,44.128,178.208847,127500
2021-02-15,Sherwood,97140,2002,4,4,830000,4073,13503,203.78,7864,44.128,178.208847,127500
2021-02-04,Sherwood,97140,2002,3,3,486594,1722,5227,282.57,7864,44.128,178.208847,127500
2021-02-12,Sherwood,97140,1995,3,2,500000,1663,10454,300.66,7864,44.128,178.208847,127500
2021-02-04,Sherwood,97140,1997,3,3,355100,1206,4356,294.44,7864,44.128,178.208847,127500
2021-02-02,Sherwood,97140,2005,5,3,545000,2816,6969,193.54,7864,44.128,178.208847,127500
2021-02-02,Sherwood,97140,1981,3,2,420000,1262,7840,332.81,7864,44.128,178.208847,127500
2021-02-01,Sherwood,97140,1971,5,3,540000,2688,87120,200.89,7864,44.128,178.208847,127500
2021-02-01,Sherwood,97140,1973,3,2,550000,1394,260488,394.55,7864,44.128,178.208847,127500
2021-01-29,Sherwood,97140,1981,3,2,415000,1050,10018,395.24,7864,44.128,178.208847,127500
2021-01-29,Sherwood,97140,1991,4,6,1395000,4639,82764,300.71,7864,44.128,178.208847,127500
2021-01-21,Sherwood,97140,2004,4,3,540000,2452,5227,220.23,7864,44.128,178.208847,127500
2021-01-15,Sherwood,97140,2007,4,4,1241250,3893,219106,318.84,7864,44.128,178.208847,127500
2021-01-15,Sherwood,97140,1997,5,4,580000,3029,8276,191.48,7864,44.128,178.208847,127500
2021-01-15,Sherwood,97140,1996,4,3,1300000,3560,1156082,365.17,7864,44.128,178.208847,127500
2021-01-15,Sherwood,97140,2001,5,4,1030000,3558,220849,289.49,7864,44.128,178.208847,127500
2021-01-15,Sherwood,97140,2000,3,2,690000,2359,10454,292.5,7864,44.128,178.208847,127500
2021-01-13,Sherwood,97140,1995,3,3,436000,1400,7840,311.43,7864,44.128,178.208847,127500
2021-01-13,Sherwood,97140,2002,3,3,450000,1717,3920,262.09,7864,44.128,178.208847,127500
2021-01-10,Sherwood,97140,2002,4,3,570000,2531,5662,225.21,7864,44.128,178.208847,127500
2020-12-30,Sherwood,97140,2017,4,3,725000,3120,6098,232.37,7864,44.128,178.208847,127500
2021-01-07,Sherwood,97140,2000,4,3,509000,2303,3920,221.02,7864,44.128,178.208847,127500
2020-12-30,Sherwood,97140,2019,4,3,1004980,3483,87120,288.54,7864,44.128,178.208847,127500
2021-01-07,Sherwood,97140,1998,4,3,590000,2311,6098,255.3,7864,44.128,178.208847,127500
2020-12-30,Sherwood,97140,1997,3,2,470000,1482,4791,317.14,7864,44.128,178.208847,127500
2020-12-30,Sherwood,97140,2014,5,3,618000,2966,4791,208.36,7864,44.128,178.208847,127500
2020-12-30,Sherwood,97140,1996,3,3,525000,1822,4791,288.14,7864,44.128,178.208847,127500
2020-12-22,Sherwood,97140,2004,3,3,481500,1908,5227,252.36,7864,44.128,178.208847,127500
2020-12-30,Sherwood,97140,2003,5,3,705000,3200,9583,220.31,7864,44.128,178.208847,127500
2020-12-22,Sherwood,97140,2004,3,3,590000,2462,5662,239.64,7864,44.128,178.208847,127500
2020-12-18,Sherwood,97140,2019,4,5,1629900,5792,204732,281.41,7864,44.128,178.208847,127500
2020-12-21,Sherwood,97140,2015,3,3,515000,2151,5662,239.42,7864,44.128,178.208847,127500
2020-12-18,Sherwood,97140,1994,3,3,476000,1799,10454,264.59,7864,44.128,178.208847,127500
2020-12-16,Sherwood,97140,1999,3,3,480000,1670,6969,287.43,7864,44.128,178.208847,127500
2020-12-14,Sherwood,97140,2003,3,3,1240000,3210,217364,386.29,7864,44.128,178.208847,127500
2020-12-16,Sherwood,97140,1997,4,3,563550,2249,7405,250.58,7864,44.128,178.208847,127500
2020-12-16,Sherwood,97140,1996,3,2,439900,1494,4791,294.44,7864,44.128,178.208847,127500
2020-12-14,Sherwood,97140,2003,4,3,530000,2500,5000,212,7864,44.128,178.208847,127500
2020-12-14,Sherwood,97140,1995,3,2,414500,1363,5662,304.11,7864,44.128,178.208847,127500
2020-12-10,Sherwood,97140,1996,3,2,390000,1524,7405,255.91,7864,44.128,178.208847,127500
2020-12-08,Sherwood,97140,1997,3,2,459000,1587,6098,289.22,7864,44.128,178.208847,127500
2020-12-08,Sherwood,97140,1999,4,4,875550,4495,11761,194.78,7864,44.128,178.208847,127500
2020-12-08,Sherwood,97140,1995,3,2,465000,1682,6969,276.46,7864,44.128,178.208847,127500
2020-12-08,Sherwood,97140,1994,4,3,639500,3546,12196,180.34,7864,44.128,178.208847,127500
2020-12-07,Sherwood,97140,1999,3,3,462660,1773,5662,260.95,7864,44.128,178.208847,127500
2020-11-24,Sherwood,97140,1978,4,3,845000,3512,255261,240.6,7864,44.128,178.208847,127500
2020-11-29,Sherwood,97140,1997,4,3,535000,2358,5662,226.89,7864,44.128,178.208847,127500
2020-11-24,Sherwood,97140,1995,5,4,750000,4115,8712,182.26,7864,44.128,178.208847,127500
2020-11-10,Sherwood,97140,1963,3,2,835000,2158,213879,386.93,7864,44.128,178.208847,127500
2020-11-24,Sherwood,97140,1999,4,3,586850,2257,8276,260.01,7864,44.128,178.208847,127500
2020-11-24,Sherwood,97140,1997,3,2,456000,1570,5662,290.45,7864,44.128,178.208847,127500
2020-11-24,Sherwood,97140,1998,3,3,524000,2204,5227,237.75,7864,44.128,178.208847,127500
2020-11-23,Sherwood,97140,1997,3,3,875000,2500,82764,350,7864,44.128,178.208847,127500
2020-11-23,Sherwood,97140,1998,4,3,639900,2703,6534,236.74,7864,44.128,178.208847,127500
2020-11-19,Sherwood,97140,1997,4,3,380000,1665,5227,228.23,7864,44.128,178.208847,127500
2020-11-19,Sherwood,97140,1997,3,2,440000,1483,4791,296.7,7864,44.128,178.208847,127500
2020-11-18,Sherwood,97140,2001,4,3,515000,2406,5227,214.05,7864,44.128,178.208847,127500
2020-11-18,Sherwood,97140,1955,4,2,850000,5223,12197,162.74,7864,44.128,178.208847,127500
2020-11-16,Sherwood,97140,2000,3,3,475000,1660,5227,286.14,7864,44.128,178.208847,127500
2020-11-15,Sherwood,97140,2004,4,3,660000,2908,5227,226.96,7864,44.128,178.208847,127500
2020-11-15,Sherwood,97140,1994,3,2,399900,1181,8276,338.61,7864,44.128,178.208847,127500
2020-11-13,Sherwood,97140,2001,3,3,505000,1954,6098,258.44,7864,44.128,178.208847,127500
2020-11-13,Sherwood,97140,1967,4,3,515000,2918,79714,176.49,7864,44.128,178.208847,127500
2020-11-13,Sherwood,97140,1998,3,2,450000,1507,5227,298.61,7864,44.128,178.208847,127500
2020-11-10,Sherwood,97140,2016,4,4,1296000,3753,349351,345.32,7864,44.128,178.208847,127500
2020-11-12,Sherwood,97140,1991,4,3,1033000,3121,222155,330.98,7864,44.128,178.208847,127500
2020-11-05,Sherwood,97140,2005,5,3,689000,3984,7840,172.94,7864,44.128,178.208847,127500
2020-11-05,Sherwood,97140,2004,5,3,649900,3161,6534,205.6,7864,44.128,178.208847,127500
2020-11-05,Sherwood,97140,1995,4,3,545000,1974,13068,276.09,7864,44.128,178.208847,127500
2020-10-22,Sherwood,97140,2020,5,5,1025000,4253,11325,241.01,7864,44.128,178.208847,127500
2020-11-05,Sherwood,97140,1996,3,2,400000,1376,6098,290.7,7864,44.128,178.208847,127500
2020-11-04,Sherwood,97140,2012,5,3,650000,2910,5662,223.37,7864,44.128,178.208847,127500
2020-11-04,Sherwood,97140,2000,3,3,445000,1630,5227,273.01,7864,44.128,178.208847,127500
2020-11-04,Sherwood,97140,1998,4,3,537800,1938,6534,277.5,7864,44.128,178.208847,127500
2020-11-04,Sherwood,97140,2016,3,3,455000,1758,2614,258.82,7864,44.128,178.208847,127500
2020-11-02,Sherwood,97140,1980,3,3,875000,2623,198633,333.59,7864,44.128,178.208847,127500
2020-11-02,Sherwood,97140,2000,3,3,511000,1872,5662,272.97,7864,44.128,178.208847,127500
2020-11-02,Sherwood,97140,1995,3,2,434900,1212,8712,358.83,7864,44.128,178.208847,127500
2020-11-02,Sherwood,97140,1979,4,2,915000,3583,262231,255.37,7864,44.128,178.208847,127500
2020-10-30,Sherwood,97140,1971,3,4,550000,1556,305791,353.47,7864,44.128,178.208847,127500
2020-10-27,Sherwood,97140,1999,3,3,410000,1747,5662,234.69,7864,44.128,178.208847,127500
